name,slug,org,country,homepage_url,homepage_blurb,tags,hidden,standard_score,exact_crossings,artist_crossings
Traxx FM - Ambient,traxx-fm-ambient,,Switzerland,http://www.traxx.fm/,,"[""ambient"",""ambient and relaxation music"",""chill"",""chillout"",""commercial-free"",""no ads"",""relax"",""relaxation"",""relaxation music"",""relaxing""]",t,,,
Ultra Dark Radio,ultra-dark-radio,,Germany,http://www.ultradarkradio.com/,,"[""80s"",""alternative"",""crossover"",""darkwave"",""ebm"",""gothic"",""industrial"",""metal"",""new wave"",""newcomer"",""underground""]",f,,,
Verdure Station,verdure-station,,The Russian Federation,http://verdure.net/,Verdure station is a non-profit Internet radio station with atmosphere of comfort and peace of mind through music.,"[""ambient"",""deep ambient"",""idm""]",f,,,
Voices Radio,voices-radio,Voices Radio,GB,https://www.voicesradio.co.uk/,"Voices - your local London Radio Station and Podcast Studio, streaming live from Coal Drops Yard in Kings Cross","[""community"",""indie"",""talk""]",f,,,
WFMU 91.1 FM,wfmu,WFMU,US,https://wfmu.org,"WFMU-FM 91.1/Jersey City, NJ; 90.1/Hudson Valley, NY",,f,,,
WRUW 91.1 FM,wruw,Case Western Reserve University,US,https://wruw.org/,,"[""college""]",f,,,
WWOZ 90.7 FM,wwoz,WWOZ,US,https://www.wwoz.org/,"WWOZ is a listener-supported, non-commercial radio station for New Orleans and the surrounding community. Jazz, Blues, Latin, Cajun, Funk and more.","[""anchor""]",f,,,
Wavebreaker,wavebreaker,,Germany,https://laut.fm/wavebreaker,,"[""alternative"",""ambient"",""electropop"",""gothic"",""indie"",""new wave""]",f,,,
Worldwide FM,worldwide-fm,Worldwide FM,GB,https://worldwidefm.net,"Listen to the best independent music, shows, and content from Worldwide FM. Discover new artists, exclusive mixes, and curated playlists.","[""electronica"",""indie"",""jazz"",""specialist"",""world"",""world music""]",f,,,
XRAY.fm,xray-fm,XRAY.fm,US,https://xray.fm/,XRAY.fm aims to hold a boom mic up to the best and most distinctive of Portland.,"[""public""]",f,,,
ambient.fm,ambient-fm,,The United States Of America,https://ambient.fm/,Ambient music broadcasting from Nevada,"[""ambient"",""ambient and relaxation music"",""ambient easy listening"",""ambient lounge"",""ambient techno"",""deep ambient"",""easy music"",""electronic"",""light"",""meditate"",""meditation"",""nevada"",""peace"",""relaxation music"",""relaxing"",""tonopah"",""yoga"",""zen ambient""]",t,,,
bauhaus.fm,bauhaus-fm,,Germany,https://www.uni-weimar.de/projekte/bauhaus-fm,bauhaus.fm &#8211; Das experimentelle Radio an der Bauhaus-Universität Weimar | UKW 106.6 MHz,"[""bauhaus"",""experimental"",""slow radio"",""sound art""]",f,,,
laut.fm - Dark Sound United,laut-fm-dark-sound-united,,,https://laut.fm/dark-sound-united,,"[""black metal"",""electropop"",""gothic"",""gothic rock"",""heavy metal"",""industrial"",""new wave"",""synthpop""]",f,,,
laut.fm - Shamanic Tunes,laut-fm-shamanic-tunes,,,https://laut.fm/shamanic_tunes,,"[""alternative"",""chillout"",""doom metal"",""groove"",""hard rock"",""psychedelic"",""rock"",""stoner rock"",""trip-hop""]",f,,,
laut.fm Schwarze Szene,laut-fm-schwarze-szene,,Germany,http://laut.fm/schwarzeszene,,"[""folk"",""dark wave"",""electro"",""gothic"",""industrial"",""medieval"",""metal"",""neofolk""]",f,,,
p-node,p-node,,France,https://p-node.org/,∏ node is an hybrid radio/stream platform,"[""experimental""]",f,,,
psyradio * fm - progressive,psyradio-fm-progressive,,Germany,http://psyradio.fm/,"psyradio is an online webradio station. It broadcasts his finest selection of psychedelic electronic music 24 hours a day. It consists of four music channels: progressive, psytrance, chillout and alternative.","[""progressive"",""psychedelic"",""psytrance""]",f,,,

